partition_row_number,customer_id,customer_status,churn_category,churn_reason
858,5791-KAJFD,Stayed,"Not Applicable",N/A
859,5792-JALQC,Stayed,"Not Applicable",N/A
860,5793-YOLJN,Stayed,"Not Applicable",N/A
861,5795-BKOYE,Stayed,"Not Applicable",N/A
862,5795-KTGUD,Stayed,"Not Applicable",N/A
863,5799-JRCZO,Stayed,"Not Applicable",N/A
864,5802-ADBRC,Stayed,"Not Applicable",N/A
865,5803-NQJZO,Stayed,"Not Applicable",N/A
866,5804-HYIEZ,Stayed,"Not Applicable",N/A
867,5804-JMYIO,Stayed,"Not Applicable",N/A
868,5811-IWXYM,Stayed,"Not Applicable",N/A
869,5815-HGGHV,Stayed,"Not Applicable",N/A
870,5816-JMLGY,Stayed,"Not Applicable",N/A
871,5816-QVHRX,Stayed,"Not Applicable",N/A
872,5816-SCGFC,Stayed,"Not Applicable",N/A
873,5820-PTRYM,Stayed,"Not Applicable",N/A
874,5821-MMEIL,Stayed,"Not Applicable",N/A
875,5825-XJOCM,Stayed,"Not Applicable",N/A
876,5827-MWCZK,Stayed,"Not Applicable",N/A
877,5828-DWPIL,Stayed,"Not Applicable",N/A
878,5829-NVSQN,Stayed,"Not Applicable",N/A
879,5832-EXGTT,Stayed,"Not Applicable",N/A
880,5832-TRLPB,Stayed,"Not Applicable",N/A
881,5837-LXSDN,Stayed,"Not Applicable",N/A
882,5839-SUYVZ,Stayed,"Not Applicable",N/A
883,5840-NVDCG,Stayed,"Not Applicable",N/A
884,5843-TTHGI,Stayed,"Not Applicable",N/A
885,5844-QVTAT,Stayed,"Not Applicable",N/A
886,5845-BZZIB,Stayed,"Not Applicable",N/A
887,5846-ABOBJ,Stayed,"Not Applicable",N/A
888,5846-NEQVZ,Stayed,"Not Applicable",N/A
889,5846-QFDFI,Stayed,"Not Applicable",N/A
890,5847-MXBEO,Stayed,"Not Applicable",N/A
891,5848-FHRFC,Stayed,"Not Applicable",N/A
892,5849-ASHZJ,Stayed,"Not Applicable",N/A
893,5850-BDWCY,Stayed,"Not Applicable",N/A
894,5854-KSRBJ,Stayed,"Not Applicable",N/A
895,5855-EIBDE,Stayed,"Not Applicable",N/A
896,5857-TYBCJ,Stayed,"Not Applicable",N/A
897,5859-HZYLF,Stayed,"Not Applicable",N/A
898,5862-BRIXZ,Stayed,"Not Applicable",N/A
899,5863-OOKCL,Stayed,"Not Applicable",N/A
900,5871-DGTXZ,Stayed,"Not Applicable",N/A
901,5872-OEQNH,Stayed,"Not Applicable",N/A
902,5876-QMYLD,Stayed,"Not Applicable",N/A
903,5879-HMFFH,Stayed,"Not Applicable",N/A
904,5879-SESNB,Stayed,"Not Applicable",N/A
905,5882-CMAZQ,Stayed,"Not Applicable",N/A
906,5884-FBCTL,Stayed,"Not Applicable",N/A
907,5886-VLQVU,Stayed,"Not Applicable",N/A
908,5887-IKKYO,Stayed,"Not Applicable",N/A
909,5893-KCLGT,Stayed,"Not Applicable",N/A
910,5893-PYOLZ,Stayed,"Not Applicable",N/A
911,5895-QSXOD,Stayed,"Not Applicable",N/A
912,5897-ZYEKH,Stayed,"Not Applicable",N/A
913,5898-IGSLP,Stayed,"Not Applicable",N/A
914,5899-OUVKV,Stayed,"Not Applicable",N/A
915,5902-WBLSE,Stayed,"Not Applicable",N/A
916,5906-DVAPM,Stayed,"Not Applicable",N/A
917,5913-INRQV,Stayed,"Not Applicable",N/A
918,5914-GXMDA,Stayed,"Not Applicable",N/A
919,5914-XRFQB,Stayed,"Not Applicable",N/A
920,5915-ANOEI,Stayed,"Not Applicable",N/A
921,5915-DGNVC,Stayed,"Not Applicable",N/A
922,5917-HBSDW,Stayed,"Not Applicable",N/A
923,5917-RYRMG,Stayed,"Not Applicable",N/A
924,5918-VUKWP,Stayed,"Not Applicable",N/A
925,5921-NGYRH,Stayed,"Not Applicable",N/A
926,5924-IFQTT,Stayed,"Not Applicable",N/A
927,5924-SNGKP,Stayed,"Not Applicable",N/A
928,5928-QLDHB,Stayed,"Not Applicable",N/A
929,5930-GBIWP,Stayed,"Not Applicable",N/A
930,5934-RMPOV,Stayed,"Not Applicable",N/A
931,5934-TSSAU,Stayed,"Not Applicable",N/A
932,5935-FCCNB,Stayed,"Not Applicable",N/A
933,5937-EORGB,Stayed,"Not Applicable",N/A
934,5939-SXWHM,Stayed,"Not Applicable",N/A
935,5939-XAIXZ,Stayed,"Not Applicable",N/A
936,5944-UGLLK,Stayed,"Not Applicable",N/A
937,5945-AZYHT,Stayed,"Not Applicable",N/A
938,5947-SGKCL,Stayed,"Not Applicable",N/A
939,5949-HGVJL,Stayed,"Not Applicable",N/A
940,5950-AAAGJ,Stayed,"Not Applicable",N/A
941,5951-AOFIH,Stayed,"Not Applicable",N/A
942,5954-BDFSG,Stayed,"Not Applicable",N/A
943,5955-EPOAZ,Stayed,"Not Applicable",N/A
944,5956-YHHRX,Stayed,"Not Applicable",N/A
945,5961-VUSRV,Stayed,"Not Applicable",N/A
946,5965-GGPRW,Stayed,"Not Applicable",N/A
947,5966-EMAZU,Stayed,"Not Applicable",N/A
948,5968-HYJRZ,Stayed,"Not Applicable",N/A
949,5968-XQIVE,Stayed,"Not Applicable",N/A
950,5970-GHJAW,Stayed,"Not Applicable",N/A
951,5973-EJGDP,Stayed,"Not Applicable",N/A
952,5975-BAICR,Stayed,"Not Applicable",N/A
953,5977-CKHON,Stayed,"Not Applicable",N/A
954,5980-BDHPY,Stayed,"Not Applicable",N/A
955,5981-ZVXOT,Stayed,"Not Applicable",N/A
956,5982-FPVQN,Stayed,"Not Applicable",N/A
957,5982-PSMKW,Stayed,"Not Applicable",N/A
958,5982-XMDEX,Stayed,"Not Applicable",N/A
959,5985-BEHZK,Stayed,"Not Applicable",N/A
960,5985-TBABQ,Stayed,"Not Applicable",N/A
961,5986-WWXDV,Stayed,"Not Applicable",N/A
962,5989-AXPUC,Stayed,"Not Applicable",N/A
963,5989-OMNJE,Stayed,"Not Applicable",N/A
964,5989-PGKJB,Stayed,"Not Applicable",N/A
965,5993-BQHEA,Stayed,"Not Applicable",N/A
966,5993-JSUWV,Stayed,"Not Applicable",N/A
967,5995-LFTLE,Stayed,"Not Applicable",N/A
968,5995-SNNEW,Stayed,"Not Applicable",N/A
969,5995-WWKKG,Stayed,"Not Applicable",N/A
970,5996-EBTKM,Stayed,"Not Applicable",N/A
971,5996-NRVXR,Stayed,"Not Applicable",N/A
972,5997-OPVFA,Stayed,"Not Applicable",N/A
973,5998-DZLYR,Stayed,"Not Applicable",N/A
974,6000-UKLWI,Stayed,"Not Applicable",N/A
975,6007-TCTST,Stayed,"Not Applicable",N/A
976,6008-NAIXK,Stayed,"Not Applicable",N/A
977,6010-DDPPW,Stayed,"Not Applicable",N/A
978,6013-BHCAW,Stayed,"Not Applicable",N/A
979,6016-LVTJQ,Stayed,"Not Applicable",N/A
980,6016-NXBNJ,Stayed,"Not Applicable",N/A
981,6023-GSSXW,Stayed,"Not Applicable",N/A
982,6024-RUGGH,Stayed,"Not Applicable",N/A
983,6029-CSMJE,Stayed,"Not Applicable",N/A
984,6030-REHUX,Stayed,"Not Applicable",N/A
985,6034-YMTOB,Stayed,"Not Applicable",N/A
986,6035-BXTTY,Stayed,"Not Applicable",N/A
987,6035-RIIOM,Stayed,"Not Applicable",N/A
988,6036-TTFYU,Stayed,"Not Applicable",N/A
989,6040-CGACY,Stayed,"Not Applicable",N/A
990,6047-SUHPR,Stayed,"Not Applicable",N/A
991,6048-NJXHX,Stayed,"Not Applicable",N/A
992,6048-UWKAL,Stayed,"Not Applicable",N/A
993,6050-FFXES,Stayed,"Not Applicable",N/A
994,6050-IJRHS,Stayed,"Not Applicable",N/A
995,6051-PTVNS,Stayed,"Not Applicable",N/A
996,6060-QBMGV,Stayed,"Not Applicable",N/A
997,6061-GWWAV,Stayed,"Not Applicable",N/A
998,6061-PQHMK,Stayed,"Not Applicable",N/A
999,6064-PUPMC,Stayed,"Not Applicable",N/A
1000,6064-ZATLR,Stayed,"Not Applicable",N/A
1001,6067-NGCEU,Stayed,"Not Applicable",N/A
1002,6072-NUQCB,Stayed,"Not Applicable",N/A
1003,6075-QMNRR,Stayed,"Not Applicable",N/A
1004,6075-SLNIL,Stayed,"Not Applicable",N/A
1005,6078-VESFR,Stayed,"Not Applicable",N/A
1006,6080-LNESI,Stayed,"Not Applicable",N/A
1007,6080-TCMYC,Stayed,"Not Applicable",N/A
1008,6082-GLJIX,Stayed,"Not Applicable",N/A
1009,6082-OQFBA,Stayed,"Not Applicable",N/A
1010,6087-YPWHO,Stayed,"Not Applicable",N/A
1011,6088-BXMRG,Stayed,"Not Applicable",N/A
1012,6092-QZVPP,Stayed,"Not Applicable",N/A
1013,6094-ZIVKX,Stayed,"Not Applicable",N/A
1014,6096-EGVTU,Stayed,"Not Applicable",N/A
1015,6100-FJZDG,Stayed,"Not Applicable",N/A
1016,6103-BOCOU,Stayed,"Not Applicable",N/A
1017,6103-LIANB,Stayed,"Not Applicable",N/A
1018,6103-QCKFX,Stayed,"Not Applicable",N/A
1019,6112-KTHFQ,Stayed,"Not Applicable",N/A
1020,6114-TCFID,Stayed,"Not Applicable",N/A
1021,6115-ZTBFQ,Stayed,"Not Applicable",N/A
1022,6116-RFVHN,Stayed,"Not Applicable",N/A
1023,6119-SPUDB,Stayed,"Not Applicable",N/A
1024,6120-RJKLU,Stayed,"Not Applicable",N/A
1025,6121-TNHBO,Stayed,"Not Applicable",N/A
1026,6122-EFVKN,Stayed,"Not Applicable",N/A
1027,6122-LJADA,Stayed,"Not Applicable",N/A
1028,6128-AQBMT,Stayed,"Not Applicable",N/A
1029,6128-DAFVY,Stayed,"Not Applicable",N/A
1030,6131-FOYAS,Stayed,"Not Applicable",N/A
1031,6131-IUNXN,Stayed,"Not Applicable",N/A
1032,6131-JLWZM,Stayed,"Not Applicable",N/A
1033,6133-OZILE,Stayed,"Not Applicable",N/A
1034,6134-KWTBV,Stayed,"Not Applicable",N/A
1035,6135-OZQVA,Stayed,"Not Applicable",N/A
1036,6137-MFAJN,Stayed,"Not Applicable",N/A
1037,6137-NICCO,Stayed,"Not Applicable",N/A
1038,6139-ZZRBQ,Stayed,"Not Applicable",N/A
1039,6143-JQKEA,Stayed,"Not Applicable",N/A
1040,6147-CBCRA,Stayed,"Not Applicable",N/A
1041,6152-ONASV,Stayed,"Not Applicable",N/A
1042,6156-UZDLF,Stayed,"Not Applicable",N/A
1043,6161-ERDGD,Stayed,"Not Applicable",N/A
1044,6164-HAQTX,Stayed,"Not Applicable",N/A
1045,6164-HXUGH,Stayed,"Not Applicable",N/A
1046,6166-YIPFO,Stayed,"Not Applicable",N/A
1047,6168-YBYNP,Stayed,"Not Applicable",N/A
1048,6169-PGNCD,Stayed,"Not Applicable",N/A
1049,6169-PPETC,Stayed,"Not Applicable",N/A
1050,6171-ZTVYB,Stayed,"Not Applicable",N/A
1051,6173-GOLSU,Stayed,"Not Applicable",N/A
1052,6174-NRBTZ,Stayed,"Not Applicable",N/A
1053,6175-IRFIT,Stayed,"Not Applicable",N/A
1054,6176-YJWAS,Stayed,"Not Applicable",N/A
1055,6177-PEVRA,Stayed,"Not Applicable",N/A
1056,6180-YBIQI,Stayed,"Not Applicable",N/A
1057,6181-AXXYF,Stayed,"Not Applicable",N/A
1058,6188-UXBBR,Stayed,"Not Applicable",N/A
1059,6194-HBGQN,Stayed,"Not Applicable",N/A
1060,6195-MELTI,Stayed,"Not Applicable",N/A
1061,6196-HBOBZ,Stayed,"Not Applicable",N/A
1062,6198-PNNSZ,Stayed,"Not Applicable",N/A
1063,6198-RTPMF,Stayed,"Not Applicable",N/A
1064,6198-ZFIOJ,Stayed,"Not Applicable",N/A
1065,6199-IPCAO,Stayed,"Not Applicable",N/A
1066,6199-IWKGC,Stayed,"Not Applicable",N/A
1067,6202-DYYFX,Stayed,"Not Applicable",N/A
1068,6202-JVYEU,Stayed,"Not Applicable",N/A
1069,6203-HBZPA,Stayed,"Not Applicable",N/A
1070,6211-WHMYA,Stayed,"Not Applicable",N/A
1071,6211-WWLTF,Stayed,"Not Applicable",N/A
1072,6212-ATMLK,Stayed,"Not Applicable",N/A
1073,6215-NQCPY,Stayed,"Not Applicable",N/A
1074,6217-KDYWC,Stayed,"Not Applicable",N/A
1075,6217-TOWGS,Stayed,"Not Applicable",N/A
1076,6218-KNUBD,Stayed,"Not Applicable",N/A
1077,6223-DHJGV,Stayed,"Not Applicable",N/A
1078,6227-FBDXH,Stayed,"Not Applicable",N/A
1079,6229-LSCKB,Stayed,"Not Applicable",N/A
1080,6229-UOLQL,Stayed,"Not Applicable",N/A
1081,6231-WFGFH,Stayed,"Not Applicable",N/A
1082,6233-HXJMX,Stayed,"Not Applicable",N/A
1083,6234-PFPXL,Stayed,"Not Applicable",N/A
1084,6234-RAAPL,Stayed,"Not Applicable",N/A
1085,6242-FEGFD,Stayed,"Not Applicable",N/A
1086,6242-MBHPK,Stayed,"Not Applicable",N/A
1087,6242-SGYTS,Stayed,"Not Applicable",N/A
1088,6243-OZGFH,Stayed,"Not Applicable",N/A
1089,6244-BESBM,Stayed,"Not Applicable",N/A
1090,6248-BSHKG,Stayed,"Not Applicable",N/A
1091,6248-TKCQV,Stayed,"Not Applicable",N/A
1092,6250-CGGUN,Stayed,"Not Applicable",N/A
1093,6252-DFGTK,Stayed,"Not Applicable",N/A
1094,6253-GNHWH,Stayed,"Not Applicable",N/A
1095,6253-WRFHY,Stayed,"Not Applicable",N/A
1096,6257-DTAYD,Stayed,"Not Applicable",N/A
1097,6257-RJOHI,Stayed,"Not Applicable",N/A
1098,6258-NGCNG,Stayed,"Not Applicable",N/A
1099,6258-PVZWJ,Stayed,"Not Applicable",N/A
1100,6259-WJQLC,Stayed,"Not Applicable",N/A
1101,6260-XLACS,Stayed,"Not Applicable",N/A
1102,6261-LHRTG,Stayed,"Not Applicable",N/A
1103,6265-FRMTQ,Stayed,"Not Applicable",N/A
1104,6265-SXWBU,Stayed,"Not Applicable",N/A
1105,6266-QHOJZ,Stayed,"Not Applicable",N/A
1106,6267-DCFFZ,Stayed,"Not Applicable",N/A
1107,6278-FEPBZ,Stayed,"Not Applicable",N/A
1108,6281-FKEWS,Stayed,"Not Applicable",N/A
1109,6283-GITPX,Stayed,"Not Applicable",N/A
1110,6284-KMNUF,Stayed,"Not Applicable",N/A
1111,6285-FTQBF,Stayed,"Not Applicable",N/A
1112,6286-ZHAOK,Stayed,"Not Applicable",N/A
1113,6288-CHQJB,Stayed,"Not Applicable",N/A
1114,6288-LBEAR,Stayed,"Not Applicable",N/A
1115,6292-TOSSS,Stayed,"Not Applicable",N/A
1116,6295-OSINB,Stayed,"Not Applicable",N/A
1117,6296-DDOOR,Stayed,"Not Applicable",N/A
1118,6297-NOOPG,Stayed,"Not Applicable",N/A
1119,6300-BWMJX,Stayed,"Not Applicable",N/A
1120,6303-KFWSL,Stayed,"Not Applicable",N/A
1121,6308-CQRBU,Stayed,"Not Applicable",N/A
1122,6319-QSUSR,Stayed,"Not Applicable",N/A
1123,6322-HRPFA,Stayed,"Not Applicable",N/A
1124,6322-PJJDJ,Stayed,"Not Applicable",N/A
1125,6332-FBZRI,Stayed,"Not Applicable",N/A
1126,6333-YDVLT,Stayed,"Not Applicable",N/A
1127,6339-DKLMK,Stayed,"Not Applicable",N/A
1128,6339-RZCBJ,Stayed,"Not Applicable",N/A
1129,6339-TBELP,Stayed,"Not Applicable",N/A
1130,6339-YPSAH,Stayed,"Not Applicable",N/A
1131,6340-DACFT,Stayed,"Not Applicable",N/A
1132,6341-AEVKX,Stayed,"Not Applicable",N/A
1133,6341-JVQGF,Stayed,"Not Applicable",N/A
1134,6344-SFJVH,Stayed,"Not Applicable",N/A
1135,6345-FZOQH,Stayed,"Not Applicable",N/A
1136,6345-HOVES,Stayed,"Not Applicable",N/A
1137,6348-SNFUS,Stayed,"Not Applicable",N/A
1138,6349-JDHQP,Stayed,"Not Applicable",N/A
1139,6350-XFYGW,Stayed,"Not Applicable",N/A
1140,6352-GIGGQ,Stayed,"Not Applicable",N/A
1141,6353-BRMMA,Stayed,"Not Applicable",N/A
1142,6360-SVNWV,Stayed,"Not Applicable",N/A
1143,6362-QHAFM,Stayed,"Not Applicable",N/A
1144,6365-HITVU,Stayed,"Not Applicable",N/A
1145,6366-XIVKZ,Stayed,"Not Applicable",N/A
1146,6368-NWMCE,Stayed,"Not Applicable",N/A
1147,6368-TZZDT,Stayed,"Not Applicable",N/A
1148,6369-MCAKO,Stayed,"Not Applicable",N/A
1149,6370-ZVHDV,Stayed,"Not Applicable",N/A
1150,6371-NZYEG,Stayed,"Not Applicable",N/A
1151,6374-AFWOX,Stayed,"Not Applicable",N/A
1152,6374-NTQLP,Stayed,"Not Applicable",N/A
1153,6377-KSLXC,Stayed,"Not Applicable",N/A
1154,6377-WHAOX,Stayed,"Not Applicable",N/A
1155,6383-ZTSIW,Stayed,"Not Applicable",N/A
1156,6384-VMJHP,Stayed,"Not Applicable",N/A
1157,6388-TABGU,Stayed,"Not Applicable",N/A
1158,6402-EJMWF,Stayed,"Not Applicable",N/A
1159,6402-SSEJG,Stayed,"Not Applicable",N/A
1160,6407-GSJNL,Stayed,"Not Applicable",N/A
1161,6408-OTUBZ,Stayed,"Not Applicable",N/A
1162,6408-WHTEF,Stayed,"Not Applicable",N/A
1163,6416-JNVRK,Stayed,"Not Applicable",N/A
1164,6416-YJTTB,Stayed,"Not Applicable",N/A
1165,6418-HNFED,Stayed,"Not Applicable",N/A
1166,6418-PIQSP,Stayed,"Not Applicable",N/A
1167,6419-ZTTLE,Stayed,"Not Applicable",N/A
1168,6421-SZVEM,Stayed,"Not Applicable",N/A
1169,6425-JWTDV,Stayed,"Not Applicable",N/A
1170,6427-FEFIG,Stayed,"Not Applicable",N/A
1171,6429-SHBCB,Stayed,"Not Applicable",N/A
1172,6434-TTGJP,Stayed,"Not Applicable",N/A
1173,6435-SRWBJ,Stayed,"Not Applicable",N/A
1174,6435-VWCCY,Stayed,"Not Applicable",N/A
1175,6437-UDQJM,Stayed,"Not Applicable",N/A
1176,6439-LAJXL,Stayed,"Not Applicable",N/A
1177,6439-PKTRR,Stayed,"Not Applicable",N/A
1178,6440-DKQGE,Stayed,"Not Applicable",N/A
1179,6445-TNRXS,Stayed,"Not Applicable",N/A
1180,6447-EGDIV,Stayed,"Not Applicable",N/A
1181,6447-GORXK,Stayed,"Not Applicable",N/A
1182,6458-CYIDZ,Stayed,"Not Applicable",N/A
1183,6461-PPAXN,Stayed,"Not Applicable",N/A
1184,6461-SZMCV,Stayed,"Not Applicable",N/A
1185,7026-YMSBE,Stayed,"Not Applicable",N/A
1186,6918-UMQCG,Stayed,"Not Applicable",N/A
1187,7029-IJEJK,Stayed,"Not Applicable",N/A
1188,6917-YACBP,Stayed,"Not Applicable",N/A
1189,7030-FZTFM,Stayed,"Not Applicable",N/A
1190,7030-NJVDP,Stayed,"Not Applicable",N/A
1191,7032-LMBHI,Stayed,"Not Applicable",N/A
1192,7033-CLAMM,Stayed,"Not Applicable",N/A
1193,7036-TYDEC,Stayed,"Not Applicable",N/A
1194,7036-ZZKBD,Stayed,"Not Applicable",N/A
1195,7037-MTYVW,Stayed,"Not Applicable",N/A
1196,7041-TXQJH,Stayed,"Not Applicable",N/A
1197,7044-YAACC,Stayed,"Not Applicable",N/A
1198,7047-FWEYA,Stayed,"Not Applicable",N/A
1199,7047-YXDMZ,Stayed,"Not Applicable",N/A
1200,7048-GXDAY,Stayed,"Not Applicable",N/A
1201,7049-GKVZY,Stayed,"Not Applicable",N/A
1202,7054-DMVAS,Stayed,"Not Applicable",N/A
1203,7054-ENNGU,Stayed,"Not Applicable",N/A
1204,6917-FIJHC,Stayed,"Not Applicable",N/A
1205,6953-PBDIN,Stayed,"Not Applicable",N/A
1206,7055-JCGNI,Stayed,"Not Applicable",N/A
1207,6916-HIJSE,Stayed,"Not Applicable",N/A
1208,6908-VVYHM,Stayed,"Not Applicable",N/A
1209,7061-OVMIM,Stayed,"Not Applicable",N/A
1210,7064-FRRSW,Stayed,"Not Applicable",N/A
1211,7064-JHXCE,Stayed,"Not Applicable",N/A
1212,6907-CQGPN,Stayed,"Not Applicable",N/A
1213,6906-MPARY,Stayed,"Not Applicable",N/A
1214,7072-MBHEV,Stayed,"Not Applicable",N/A
1215,7073-QETQY,Stayed,"Not Applicable",N/A
1216,6904-JLBGY,Stayed,"Not Applicable",N/A
1217,7074-STDCN,Stayed,"Not Applicable",N/A
1218,7075-BNDVQ,Stayed,"Not Applicable",N/A
1219,7077-XJMET,Stayed,"Not Applicable",N/A
1220,7078-NVFAM,Stayed,"Not Applicable",N/A
1221,6901-GOGZG,Stayed,"Not Applicable",N/A
1222,7080-TNUWP,Stayed,"Not Applicable",N/A
1223,7083-MIOPC,Stayed,"Not Applicable",N/A
1224,6900-RBKER,Stayed,"Not Applicable",N/A
1225,7088-FBAWU,Stayed,"Not Applicable",N/A
1226,6898-RBTLU,Stayed,"Not Applicable",N/A
1227,7089-RKVSZ,Stayed,"Not Applicable",N/A
1228,7089-XXAYG,Stayed,"Not Applicable",N/A
1229,7094-MSZAO,Stayed,"Not Applicable",N/A
1230,6961-MJKBO,Stayed,"Not Applicable",N/A
1231,7096-ZNBZI,Stayed,"Not Applicable",N/A
1232,7100-FQPRV,Stayed,"Not Applicable",N/A
1233,7101-HRBLJ,Stayed,"Not Applicable",N/A
1234,7102-JJVTX,Stayed,"Not Applicable",N/A
1235,7103-IPXPJ,Stayed,"Not Applicable",N/A
1236,7103-ZGVNT,Stayed,"Not Applicable",N/A
1237,7105-BENQF,Stayed,"Not Applicable",N/A
1238,7105-MXJLL,Stayed,"Not Applicable",N/A
1239,7107-UBYKY,Stayed,"Not Applicable",N/A
1240,7108-DGVUU,Stayed,"Not Applicable",N/A
1241,7109-CQYUZ,Stayed,"Not Applicable",N/A
1242,7109-MFBYV,Stayed,"Not Applicable",N/A
1243,7110-BDTWG,Stayed,"Not Applicable",N/A
1244,6898-MDLZW,Stayed,"Not Applicable",N/A
1245,7113-HIPFI,Stayed,"Not Applicable",N/A
1246,7114-AEOZE,Stayed,"Not Applicable",N/A
1247,7115-IRDHS,Stayed,"Not Applicable",N/A
1248,6897-UUBNU,Stayed,"Not Applicable",N/A
1249,7123-WQUHX,Stayed,"Not Applicable",N/A
1250,6897-RWMUB,Stayed,"Not Applicable",N/A
1251,7126-RBHSD,Stayed,"Not Applicable",N/A
1252,7128-GGCNO,Stayed,"Not Applicable",N/A
1253,7129-ACFOG,Stayed,"Not Applicable",N/A
1254,7129-AZJDE,Stayed,"Not Applicable",N/A
1255,7129-CAKJW,Stayed,"Not Applicable",N/A
1256,7130-CTCUS,Stayed,"Not Applicable",N/A
1257,6896-SRVYQ,Stayed,"Not Applicable",N/A
1258,7130-YXBRO,Stayed,"Not Applicable",N/A
1259,7131-ZQZNK,Stayed,"Not Applicable",N/A
1260,6893-ODYYE,Stayed,"Not Applicable",N/A
1261,7134-HBPBS,Stayed,"Not Applicable",N/A
1262,7134-MJPDY,Stayed,"Not Applicable",N/A
1263,7136-IHZJA,Stayed,"Not Applicable",N/A
1264,6892-BOGQE,Stayed,"Not Applicable",N/A
1265,7137-NAXML,Stayed,"Not Applicable",N/A
1266,6891-JPYFF,Stayed,"Not Applicable",N/A
1267,7138-GIRSH,Stayed,"Not Applicable",N/A
1268,7139-JZFVG,Stayed,"Not Applicable",N/A
1269,7140-ADSMJ,Stayed,"Not Applicable",N/A
1270,6890-PFRQX,Stayed,"Not Applicable",N/A
1271,7143-BQIBA,Stayed,"Not Applicable",N/A
1272,7145-FEJWU,Stayed,"Not Applicable",N/A
1273,7147-AYBAA,Stayed,"Not Applicable",N/A
1274,7148-XZPHA,Stayed,"Not Applicable",N/A
1275,7153-CHRBV,Stayed,"Not Applicable",N/A
1276,6885-PKOAM,Stayed,"Not Applicable",N/A
1277,6878-GGDWG,Stayed,"Not Applicable",N/A
1278,7156-MXBJE,Stayed,"Not Applicable",N/A
1279,7157-SMCFK,Stayed,"Not Applicable",N/A
1280,6952-OMNWB,Stayed,"Not Applicable",N/A
1281,7159-NOKYQ,Stayed,"Not Applicable",N/A
1282,7161-DFHUF,Stayed,"Not Applicable",N/A
1283,7162-WPHPM,Stayed,"Not Applicable",N/A
1284,7163-OCEQI,Stayed,"Not Applicable",N/A
1285,7164-BPTUT,Stayed,"Not Applicable",N/A
1286,7167-PCEYD,Stayed,"Not Applicable",N/A
1287,7168-HDQHG,Stayed,"Not Applicable",N/A
1288,7169-YWAMK,Stayed,"Not Applicable",N/A
1289,7173-TETGO,Stayed,"Not Applicable",N/A
1290,7175-NTIXE,Stayed,"Not Applicable",N/A
1291,7176-WIONM,Stayed,"Not Applicable",N/A
1292,7176-WRTNX,Stayed,"Not Applicable",N/A
1293,6874-SGLHU,Stayed,"Not Applicable",N/A
1294,6873-UDNLD,Stayed,"Not Applicable",N/A
1295,7181-OQCUT,Stayed,"Not Applicable",N/A
1296,7182-OVLBJ,Stayed,"Not Applicable",N/A
1297,7184-LRUUR,Stayed,"Not Applicable",N/A
1298,7188-CBBBA,Stayed,"Not Applicable",N/A
1299,7190-XHTWJ,Stayed,"Not Applicable",N/A
1300,7191-ADRGF,Stayed,"Not Applicable",N/A
1301,7196-LIWRH,Stayed,"Not Applicable",N/A
1302,7197-VOJMM,Stayed,"Not Applicable",N/A
1303,6872-HXFNF,Stayed,"Not Applicable",N/A
1304,7203-OYKCT,Stayed,"Not Applicable",N/A
1305,7205-BAIAD,Stayed,"Not Applicable",N/A
1306,6870-ZWMNX,Stayed,"Not Applicable",N/A
1307,7206-PQBBZ,Stayed,"Not Applicable",N/A
1308,6869-FGJJC,Stayed,"Not Applicable",N/A
1309,7208-PSIHR,Stayed,"Not Applicable",N/A
1310,6867-ACCZI,Stayed,"Not Applicable",N/A
1311,6865-JZNKO,Stayed,"Not Applicable",N/A
1312,7216-KAOID,Stayed,"Not Applicable",N/A
1313,7217-JYHOQ,Stayed,"Not Applicable",N/A
1314,6862-CQUMB,Stayed,"Not Applicable",N/A
1315,7219-TLZHO,Stayed,"Not Applicable",N/A
1316,7225-CBZPL,Stayed,"Not Applicable",N/A
1317,7225-IILWY,Stayed,"Not Applicable",N/A
1318,6860-YRJZP,Stayed,"Not Applicable",N/A
1319,7228-PAQPD,Stayed,"Not Applicable",N/A
1320,7233-DRTRF,Stayed,"Not Applicable",N/A
1321,7233-IOQNP,Stayed,"Not Applicable",N/A
1322,7233-PAHHL,Stayed,"Not Applicable",N/A
1323,6859-RKMZJ,Stayed,"Not Applicable",N/A
1324,7234-KMNRQ,Stayed,"Not Applicable",N/A
1325,6859-QNXIQ,Stayed,"Not Applicable",N/A
1326,6857-TKDJV,Stayed,"Not Applicable",N/A
1327,6855-VLGOS,Stayed,"Not Applicable",N/A
1328,6854-EXGSF,Stayed,"Not Applicable",N/A
1329,7241-AJHFS,Stayed,"Not Applicable",N/A
1330,7242-EDTYC,Stayed,"Not Applicable",N/A
1331,6851-WEFYX,Stayed,"Not Applicable",N/A
1332,6963-EZQEE,Stayed,"Not Applicable",N/A
1333,7244-KXYZN,Stayed,"Not Applicable",N/A
1334,7244-QWYHG,Stayed,"Not Applicable",N/A
1335,7245-JMTTQ,Stayed,"Not Applicable",N/A
1336,6963-KQYQB,Stayed,"Not Applicable",N/A
1337,6967-PEJLL,Stayed,"Not Applicable",N/A
1338,7247-XOZPB,Stayed,"Not Applicable",N/A
1339,6848-YLDFR,Stayed,"Not Applicable",N/A
1340,6848-HJTXY,Stayed,"Not Applicable",N/A
1341,6847-KJLTS,Stayed,"Not Applicable",N/A
1342,7251-LJBQN,Stayed,"Not Applicable",N/A
