customer_id,"tenure (months)",offer,phone_service,multiple_lines,internet_service,internet_type
5760-WRAHC,22,"Offer D",Yes,No,Yes,DSL
5762-TJXGK,52,"Offer B",No,No,Yes,DSL
5766-FTRTS,72,"Offer A",Yes,No,Yes,DSL
5766-XQXMQ,29,None,Yes,No,Yes,DSL
5766-ZJYBB,1,None,Yes,No,No,None
5774-QPLTF,50,None,Yes,No,No,None
5774-XZTQC,7,"Offer E",Yes,No,No,None
5777-KJIRB,40,None,Yes,No,Yes,Cable
5777-ZPQNC,12,"Offer D",Yes,No,No,None
5778-BVOFB,9,"Offer E",Yes,No,Yes,Cable
5780-INQIK,8,None,Yes,No,Yes,DSL
5781-BKHOP,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
5788-YPOEG,34,"Offer C",Yes,No,Yes,DSL
5789-LDFXO,24,"Offer C",Yes,Yes,No,None
5797-APWZC,1,"Offer E",Yes,No,Yes,"Fiber Optic"
5799-JRCZO,63,None,Yes,No,No,None
5802-ADBRC,50,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5803-NQJZO,72,None,Yes,Yes,Yes,Cable
5804-HYIEZ,70,"Offer A",Yes,Yes,Yes,"Fiber Optic"
5804-JMYIO,39,"Offer C",Yes,No,No,None
5808-TOTXO,3,None,Yes,No,No,None
5811-IWXYM,52,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5813-UECBU,33,None,Yes,Yes,Yes,"Fiber Optic"
5815-HGGHV,20,"Offer D",Yes,No,Yes,DSL
5816-JMLGY,70,None,Yes,No,Yes,DSL
5816-SCGFC,7,None,Yes,No,Yes,Cable
5820-PTRYM,56,None,Yes,Yes,Yes,Cable
5821-MMEIL,57,None,Yes,No,No,None
5825-XJOCM,48,None,Yes,Yes,Yes,Cable
5827-MWCZK,56,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5832-EXGTT,29,None,Yes,No,Yes,DSL
5834-ASPWA,1,None,Yes,Yes,Yes,"Fiber Optic"
5837-LXSDN,21,None,Yes,No,Yes,Cable
5844-QVTAT,33,"Offer C",Yes,No,Yes,Cable
5846-NEQVZ,71,None,Yes,No,Yes,Cable
5846-QFDFI,33,"Offer C",Yes,Yes,Yes,"Fiber Optic"
5847-MXBEO,22,"Offer D",Yes,No,No,None
5849-ASHZJ,27,None,Yes,No,No,None
5855-EIBDE,49,None,Yes,Yes,Yes,"Fiber Optic"
5859-HZYLF,26,None,Yes,No,No,None
5863-OOKCL,10,"Offer D",Yes,No,No,None
5868-YTYKS,1,"Offer E",Yes,No,No,None
5871-DGTXZ,32,"Offer C",Yes,No,No,None
5872-OEQNH,60,"Offer B",No,No,Yes,DSL
5876-QMYLD,23,None,Yes,No,No,None
5883-GTGVD,19,"Offer D",Yes,Yes,Yes,"Fiber Optic"
5893-KCLGT,72,None,Yes,No,No,None
5893-PYOLZ,56,"Offer B",Yes,No,Yes,DSL
5895-QSXOD,9,None,Yes,No,Yes,"Fiber Optic"
5896-NPFWW,3,None,Yes,No,Yes,Cable
5898-IGSLP,31,"Offer C",Yes,Yes,Yes,"Fiber Optic"
5899-MQZZL,13,"Offer D",Yes,Yes,Yes,"Fiber Optic"
5906-CVLHP,45,None,Yes,No,Yes,Cable
5908-QMGOE,15,None,Yes,Yes,Yes,"Fiber Optic"
5909-ECHUI,1,None,Yes,No,Yes,DSL
5913-INRQV,34,None,Yes,No,Yes,"Fiber Optic"
5914-DVBWJ,18,None,Yes,Yes,Yes,"Fiber Optic"
5914-GXMDA,32,None,Yes,No,No,None
5914-XRFQB,72,None,Yes,Yes,Yes,"Fiber Optic"
5915-ANOEI,70,None,Yes,Yes,Yes,DSL
5915-DGNVC,49,"Offer B",Yes,Yes,Yes,DSL
5917-HBSDW,37,None,Yes,No,No,None
5917-RYRMG,32,None,Yes,No,No,None
5918-VUKWP,32,"Offer C",Yes,No,No,None
5919-TMRGD,1,None,Yes,No,Yes,"Fiber Optic"
5922-ABDVO,19,"Offer D",Yes,Yes,Yes,"Fiber Optic"
5923-GXUOC,10,None,Yes,No,Yes,"Fiber Optic"
5924-SNGKP,41,None,Yes,No,No,None
5928-QLDHB,9,None,Yes,Yes,Yes,"Fiber Optic"
5931-FLJJF,7,None,Yes,No,Yes,"Fiber Optic"
5934-TSSAU,23,"Offer D",Yes,No,Yes,"Fiber Optic"
5937-EORGB,15,None,Yes,Yes,Yes,"Fiber Optic"
5939-SXWHM,48,"Offer B",Yes,Yes,No,None
5939-XAIXZ,19,"Offer D",Yes,Yes,Yes,DSL
5940-AHUHD,1,"Offer E",Yes,No,Yes,"Fiber Optic"
5944-UGLLK,53,"Offer B",No,No,Yes,Cable
5947-SGKCL,15,"Offer D",Yes,Yes,Yes,"Fiber Optic"
5948-UJZLF,2,None,Yes,No,Yes,DSL
5949-EBSQK,4,None,Yes,No,Yes,DSL
5949-XIKAE,8,None,Yes,No,Yes,Cable
5951-AOFIH,33,None,Yes,No,Yes,Cable
5954-BDFSG,72,None,Yes,Yes,Yes,"Fiber Optic"
5955-EPOAZ,6,None,Yes,No,No,None
5955-ERIHD,18,"Offer D",Yes,Yes,Yes,"Fiber Optic"
5956-YHHRX,21,"Offer D",Yes,Yes,Yes,"Fiber Optic"
5961-VUSRV,12,"Offer D",Yes,No,No,None
5965-GGPRW,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
5973-EJGDP,51,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5976-JCJRH,10,"Offer D",Yes,No,Yes,"Fiber Optic"
5981-ZVXOT,35,"Offer C",Yes,Yes,Yes,"Fiber Optic"
5982-PSMKW,23,"Offer D",Yes,Yes,Yes,Cable
5985-BEHZK,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
5986-WWXDV,39,None,Yes,No,No,None
5989-AXPUC,68,"Offer A",Yes,Yes,Yes,"Fiber Optic"
5989-OMNJE,24,None,No,No,Yes,DSL
5995-LFTLE,58,None,Yes,Yes,No,None
5995-OIGLP,12,None,Yes,No,Yes,Cable
5995-SNNEW,23,None,Yes,Yes,Yes,"Fiber Optic"
5995-WWKKG,37,"Offer C",Yes,No,No,None
5996-EBTKM,67,"Offer A",Yes,Yes,Yes,DSL
5997-OPVFA,72,"Offer A",Yes,Yes,Yes,Cable
5998-VVEJY,26,None,Yes,Yes,Yes,"Fiber Optic"
6000-UKLWI,41,None,Yes,No,No,None
6005-OBZPH,26,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6008-NAIXK,54,None,No,No,Yes,DSL
6013-BHCAW,61,None,Yes,Yes,Yes,DSL
6015-VVHHE,5,None,Yes,Yes,Yes,"Fiber Optic"
6016-LVTJQ,34,None,Yes,No,No,None
6023-GSSXW,69,None,Yes,No,Yes,DSL
6034-YMTOB,5,None,Yes,No,Yes,"Fiber Optic"
6035-BXTTY,32,None,Yes,No,Yes,DSL
6036-TTFYU,16,None,Yes,No,No,None
6038-GCYEC,24,"Offer C",No,No,Yes,DSL
6040-CGACY,15,None,Yes,No,No,None
6048-QBXKL,2,"Offer E",Yes,Yes,Yes,DSL
6048-UWKAL,69,None,Yes,Yes,Yes,"Fiber Optic"
6050-FFXES,69,None,Yes,Yes,Yes,"Fiber Optic"
6050-IJRHS,70,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6060-DRTNL,5,None,Yes,No,Yes,"Fiber Optic"
6060-QBMGV,70,"Offer A",Yes,No,No,None
6061-GWWAV,41,None,Yes,No,Yes,Cable
6064-ZATLR,27,None,Yes,No,Yes,DSL
6075-SLNIL,38,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6080-TCMYC,40,None,Yes,Yes,Yes,"Fiber Optic"
6082-GLJIX,18,"Offer D",Yes,No,No,None
6086-ESGRL,1,"Offer E",Yes,No,Yes,"Fiber Optic"
6087-MVHJH,16,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6087-YPWHO,72,"Offer A",Yes,Yes,Yes,DSL
6088-BXMRG,32,None,Yes,Yes,Yes,"Fiber Optic"
6092-QZVPP,36,"Offer C",Yes,No,Yes,Cable
6094-ZIVKX,68,"Offer A",Yes,No,Yes,Cable
6096-EGVTU,64,None,Yes,Yes,No,None
6097-EQISJ,66,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6100-FJZDG,26,None,Yes,No,No,None
6112-KTHFQ,13,"Offer D",Yes,No,No,None
6114-TCFID,29,None,No,No,Yes,Cable
6116-RFVHN,34,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6120-RJKLU,62,"Offer B",Yes,No,Yes,DSL
6121-TNHBO,63,"Offer B",Yes,Yes,Yes,DSL
6121-VZNQB,1,None,Yes,No,No,None
6124-ACRHJ,1,None,Yes,No,No,None
6127-IYJOZ,1,None,Yes,No,Yes,DSL
6128-AQBMT,41,"Offer B",No,No,Yes,Cable
6128-CZOMY,1,None,Yes,No,Yes,Cable
6128-DAFVY,56,None,No,No,Yes,DSL
6134-KWTBV,62,None,Yes,Yes,No,None
6135-OZQVA,7,"Offer E",Yes,Yes,Yes,Cable
6137-MFAJN,48,None,No,No,Yes,Cable
6137-NICCO,6,None,Yes,Yes,Yes,"Fiber Optic"
6140-QNRQQ,1,"Offer E",Yes,No,Yes,"Fiber Optic"
6141-OOXUQ,1,"Offer E",Yes,No,No,None
6145-NNPNO,1,"Offer E",Yes,No,Yes,Cable
6158-DWPZT,9,"Offer E",No,No,Yes,DSL
6158-HDPXZ,1,None,No,No,Yes,DSL
6161-UUUTA,3,None,Yes,No,Yes,"Fiber Optic"
6164-HXUGH,6,"Offer E",Yes,No,No,None
6166-ILMNY,2,None,Yes,No,Yes,"Fiber Optic"
6166-YIPFO,72,"Offer A",No,No,Yes,DSL
6168-YBYNP,59,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6171-ZTVYB,43,None,Yes,Yes,Yes,DSL
6172-FECYY,49,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6173-GOLSU,67,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6174-NRBTZ,46,None,No,No,Yes,Cable
6175-IRFIT,5,None,Yes,No,Yes,"Fiber Optic"
6176-YJWAS,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6177-PEVRA,48,None,Yes,No,Yes,DSL
6178-KFNHS,12,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6179-GJPSO,43,None,Yes,No,Yes,"Fiber Optic"
6180-YBIQI,5,"Offer E",No,No,Yes,DSL
6184-DYUOB,3,None,Yes,No,No,None
6185-TASNN,1,"Offer E",Yes,No,Yes,DSL
6194-HBGQN,51,None,Yes,Yes,Yes,Cable
6196-HBOBZ,65,None,Yes,Yes,Yes,"Fiber Optic"
6199-IWKGC,46,None,Yes,Yes,Yes,"Fiber Optic"
6203-HBZPA,52,None,No,No,Yes,DSL
6211-WWLTF,63,"Offer B",Yes,No,Yes,"Fiber Optic"
6212-ATMLK,50,None,Yes,Yes,Yes,"Fiber Optic"
6214-EDAKZ,22,None,Yes,No,Yes,DSL
6215-NQCPY,15,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6217-TOWGS,17,"Offer D",Yes,Yes,Yes,DSL
6218-KNUBD,6,None,Yes,No,Yes,Cable
6223-DHJGV,42,None,Yes,No,No,None
6227-FBDXH,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6230-BSUXY,1,None,Yes,No,Yes,"Fiber Optic"
6235-VDHOM,5,"Offer E",No,No,Yes,DSL
6240-EURKS,18,None,No,No,Yes,DSL
6242-MBHPK,23,None,Yes,No,Yes,"Fiber Optic"
6242-SGYTS,62,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6248-BSHKG,61,"Offer B",Yes,No,No,None
6250-CGGUN,54,"Offer B",Yes,No,Yes,"Fiber Optic"
6252-DFGTK,37,None,Yes,Yes,Yes,DSL
6253-GNHWH,71,None,Yes,Yes,Yes,DSL
6257-DTAYD,71,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6258-PVZWJ,68,"Offer A",Yes,Yes,Yes,DSL
6259-WJQLC,32,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6260-ONULR,1,None,Yes,No,Yes,Cable
6261-RCVNS,42,"Offer B",Yes,No,Yes,DSL
6266-QHOJZ,65,None,Yes,Yes,Yes,"Fiber Optic"
6267-DCFFZ,30,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6270-OMFIW,60,"Offer B",Yes,No,Yes,Cable
6275-YDUVO,2,"Offer E",Yes,No,Yes,"Fiber Optic"
6278-FEPBZ,9,"Offer E",Yes,No,No,None
6281-FKEWS,44,None,No,No,Yes,Cable
6284-KMNUF,56,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6286-SUUWT,1,"Offer E",Yes,No,No,None
6288-LBEAR,23,None,Yes,No,Yes,"Fiber Optic"
6289-CPNLD,33,"Offer C",Yes,No,Yes,DSL
6295-OSINB,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6296-DDOOR,19,None,Yes,No,Yes,Cable
6297-NOOPG,70,None,Yes,Yes,Yes,"Fiber Optic"
6305-YLBMM,69,None,Yes,No,Yes,"Fiber Optic"
6308-CQRBU,71,None,Yes,Yes,Yes,"Fiber Optic"
6311-UEUME,29,None,Yes,No,Yes,"Fiber Optic"
6326-MTTXK,8,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6328-ZPBGN,11,None,Yes,Yes,Yes,"Fiber Optic"
6330-JKLPC,11,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6331-EWIEB,20,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6331-LWDTQ,10,None,Yes,Yes,Yes,DSL
6338-AVWCY,3,None,No,No,Yes,DSL
6339-DKLMK,13,"Offer D",No,No,Yes,DSL
6339-TBELP,71,None,Yes,Yes,Yes,"Fiber Optic"
6341-JVQGF,31,None,Yes,No,Yes,DSL
6344-SFJVH,20,None,No,No,Yes,DSL
6345-HOVES,34,None,No,No,Yes,Cable
6347-DCUIK,10,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6348-SNFUS,72,"Offer A",No,No,Yes,Cable
6349-JDHQP,53,None,Yes,No,No,None
6351-SCJKT,3,None,No,No,Yes,Cable
6357-JJPQT,3,None,Yes,No,Yes,"Fiber Optic"
6366-ZGQGL,1,"Offer E",No,No,Yes,Cable
6368-NWMCE,38,None,Yes,Yes,Yes,DSL
6368-TZZDT,4,None,Yes,No,No,None
6372-RFVNS,1,"Offer E",Yes,No,Yes,"Fiber Optic"
6374-AFWOX,46,None,Yes,No,Yes,Cable
6374-NTQLP,72,None,Yes,No,Yes,"Fiber Optic"
6377-KSLXC,5,None,Yes,No,No,None
6379-RXJRQ,10,None,Yes,No,Yes,"Fiber Optic"
6380-ARCEH,1,"Offer E",Yes,No,No,None
6383-ZTSIW,39,None,Yes,No,Yes,"Fiber Optic"
6386-SZZKH,49,None,Yes,Yes,Yes,"Fiber Optic"
6393-WRYZE,34,None,Yes,Yes,Yes,"Fiber Optic"
6394-MFYNG,48,None,Yes,Yes,Yes,"Fiber Optic"
6397-JNZZG,43,"Offer B",No,No,Yes,DSL
6400-BWQKW,6,None,Yes,Yes,Yes,"Fiber Optic"
6402-EJMWF,4,None,Yes,No,Yes,DSL
6402-SSEJG,25,None,No,No,Yes,DSL
6402-ZFPPI,25,None,Yes,Yes,Yes,"Fiber Optic"
6408-OTUBZ,66,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6413-XKKPU,17,None,Yes,No,Yes,"Fiber Optic"
6416-JNVRK,46,"Offer B",Yes,No,Yes,Cable
6418-HNFED,51,"Offer B",Yes,No,Yes,DSL
6418-PIQSP,62,"Offer B",Yes,No,Yes,Cable
6419-ZTTLE,23,None,Yes,No,No,None
6421-SZVEM,28,"Offer C",Yes,No,Yes,"Fiber Optic"
6424-ELEYH,3,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6425-JWTDV,48,"Offer B",Yes,No,No,None
6425-YQLLO,66,None,Yes,Yes,Yes,"Fiber Optic"
6432-TWQLB,5,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6435-SRWBJ,5,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6440-DKQGE,30,"Offer C",Yes,No,Yes,Cable
6445-TNRXS,68,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6457-GIRWB,1,None,Yes,No,Yes,"Fiber Optic"
6463-HHXJR,71,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6463-MVYRY,57,"Offer B",Yes,No,Yes,DSL
6464-KEXXH,8,None,No,No,Yes,Cable
6465-GSRCL,67,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6467-CHFZW,47,None,Yes,Yes,Yes,"Fiber Optic"
6469-MRVET,1,None,Yes,No,No,None
6469-QJKZW,4,None,Yes,No,No,None
6475-VHUIZ,23,"Offer D",Yes,No,Yes,Cable
6479-OAUSD,25,"Offer C",Yes,No,No,None
6479-VDGRK,72,None,Yes,No,Yes,Cable
6480-YAGIY,45,None,Yes,No,Yes,"Fiber Optic"
6481-OGDOO,67,"Offer A",Yes,No,Yes,"Fiber Optic"
6486-LHTMA,31,None,Yes,Yes,Yes,"Fiber Optic"
6496-JDSSB,8,None,Yes,No,Yes,"Fiber Optic"
6496-SLWHQ,3,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6500-JVEGC,68,None,Yes,Yes,Yes,"Fiber Optic"
6502-KUGLL,14,"Offer D",Yes,No,Yes,DSL
6504-VBLFL,55,"Offer B",Yes,No,Yes,DSL
6507-DTJZV,13,"Offer D",Yes,No,Yes,DSL
6507-ZJSUR,23,None,Yes,No,Yes,"Fiber Optic"
6508-NJYRO,15,None,Yes,No,No,None
6513-EECDB,1,None,Yes,Yes,Yes,"Fiber Optic"
6518-PPLMZ,53,None,Yes,No,No,None
6519-ZHPXP,72,None,Yes,No,Yes,"Fiber Optic"
6521-YYTYI,1,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6522-OIQSX,69,"Offer A",No,No,Yes,Cable
6522-YRBXD,35,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6532-YLWSI,53,"Offer B",Yes,No,No,None
6542-LWGXJ,3,"Offer E",No,No,Yes,DSL
6543-CPZMK,9,"Offer E",No,No,Yes,DSL
6543-JXSOO,23,"Offer D",Yes,No,Yes,DSL
6543-XRMYR,30,None,Yes,Yes,Yes,"Fiber Optic"
6546-OPBBH,51,None,Yes,Yes,No,None
6551-ZCOTS,33,"Offer C",Yes,Yes,No,None
6556-DBKZF,71,None,Yes,No,Yes,"Fiber Optic"
6559-PDZLR,26,None,Yes,No,Yes,"Fiber Optic"
6559-RAKOZ,49,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6563-VRERX,33,None,Yes,No,No,None
6569-KTMDU,1,None,Yes,No,No,None
6574-MCOEH,33,None,Yes,Yes,Yes,Cable
6575-SUVOI,25,None,Yes,Yes,Yes,DSL
6582-OIVSP,1,None,Yes,No,Yes,Cable
6582-PLFUU,51,"Offer B",Yes,No,No,None
6583-SZVGP,48,None,Yes,Yes,Yes,"Fiber Optic"
6584-VQMYT,27,"Offer C",Yes,No,Yes,DSL
6586-MYGKD,70,"Offer A",Yes,Yes,Yes,DSL
6591-QGOYB,17,None,Yes,Yes,Yes,"Fiber Optic"
6595-COKXZ,1,"Offer E",Yes,No,Yes,Cable
6599-GZWCM,13,None,Yes,No,Yes,"Fiber Optic"
6599-RCLCJ,47,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6599-SFQVE,6,None,Yes,No,Yes,Cable
6603-QWSPR,46,"Offer B",Yes,No,Yes,"Fiber Optic"
6603-YRDCJ,33,"Offer C",Yes,No,Yes,DSL
6609-MXJHJ,30,"Offer C",Yes,Yes,No,None
6614-FHDBO,72,None,Yes,Yes,Yes,"Fiber Optic"
6614-YOLAC,71,"Offer A",No,No,Yes,Cable
6614-YWYSC,61,None,Yes,Yes,No,None
6615-ZGEDR,1,None,Yes,No,No,None
6616-AALSR,65,None,Yes,Yes,Yes,"Fiber Optic"
6617-WLBQC,23,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6618-RYATB,1,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6619-RPLQZ,45,"Offer B",Yes,No,No,None
6620-JDYNW,18,"Offer D",Yes,Yes,Yes,DSL
6621-YOBKI,5,None,Yes,No,No,None
6625-FLENO,58,None,Yes,No,No,None
6627-CFOSN,59,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6629-CZTTH,1,None,Yes,No,Yes,Cable
6630-UJZMY,4,None,Yes,Yes,Yes,"Fiber Optic"
6631-HMANX,72,None,Yes,Yes,Yes,Cable
6633-MPWBS,5,"Offer E",Yes,No,Yes,DSL
6633-SYEUS,23,None,Yes,No,Yes,"Fiber Optic"
6635-CPNUN,28,None,Yes,Yes,Yes,"Fiber Optic"
6635-MYYYZ,30,None,Yes,No,Yes,Cable
6641-XRPSU,34,"Offer C",Yes,No,Yes,"Fiber Optic"
6648-INWPS,16,"Offer D",Yes,No,No,None
6650-BWFRT,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6650-VJONK,1,None,Yes,No,Yes,Cable
6651-AZVTJ,49,None,Yes,Yes,Yes,"Fiber Optic"
6653-CBBOM,1,"Offer E",Yes,No,Yes,"Fiber Optic"
6654-QGBZZ,1,None,Yes,No,No,None
6656-GULJQ,72,None,Yes,Yes,Yes,DSL
6656-JWRQX,1,None,No,No,Yes,DSL
6663-JOCQO,31,None,Yes,Yes,Yes,DSL
6668-CNMFP,19,None,Yes,Yes,Yes,"Fiber Optic"
6670-MFRPK,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6671-NGWON,7,"Offer E",Yes,No,No,None
6674-KVJHG,11,None,Yes,Yes,No,None
6680-NENYN,43,None,Yes,Yes,Yes,"Fiber Optic"
6680-WKXRZ,3,None,Yes,Yes,Yes,"Fiber Optic"
6682-QJDGB,40,None,Yes,No,Yes,DSL
6683-VLCTZ,20,None,Yes,Yes,Yes,"Fiber Optic"
6688-UZPWD,11,None,Yes,Yes,Yes,"Fiber Optic"
6689-KXGBO,1,None,Yes,No,Yes,DSL
6692-YQHXC,16,None,Yes,No,Yes,"Fiber Optic"
6693-FRIRW,18,None,Yes,No,Yes,"Fiber Optic"
6695-AMZUF,70,"Offer A",Yes,No,Yes,DSL
6695-FRVEC,67,None,Yes,No,Yes,Cable
6698-OXETB,11,"Offer D",Yes,No,No,None
6701-DHKWQ,61,"Offer B",No,No,Yes,DSL
6701-YVNQG,72,"Offer A",Yes,Yes,Yes,DSL
6704-UTUKK,29,None,No,No,Yes,DSL
6705-LXORM,5,"Offer E",Yes,No,Yes,"Fiber Optic"
6711-FLDFB,7,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6712-OAWRH,26,"Offer C",Yes,No,Yes,"Fiber Optic"
6715-OFDBP,5,None,Yes,No,Yes,DSL
6718-BDGHG,43,None,Yes,Yes,Yes,DSL
6719-OXYBR,15,None,Yes,No,Yes,"Fiber Optic"
6723-CEGQI,65,None,No,No,Yes,DSL
6725-TPKJO,44,None,Yes,No,No,None
6726-NNFWD,71,"Offer A",Yes,No,Yes,"Fiber Optic"
6726-WEXXK,27,None,Yes,Yes,Yes,"Fiber Optic"
6728-WYQBC,1,"Offer E",Yes,No,No,None
6729-FZWSY,67,"Offer A",Yes,No,No,None
6732-VAILE,70,None,Yes,Yes,Yes,Cable
6734-FQAJX,67,None,Yes,No,Yes,"Fiber Optic"
6734-JDTTV,65,"Offer B",Yes,No,No,None
6738-ISCBM,44,None,No,No,Yes,Cable
6741-QRLUP,63,None,Yes,Yes,Yes,DSL
6743-HHQPF,42,None,No,No,Yes,DSL
6745-JEFZB,35,None,Yes,Yes,Yes,"Fiber Optic"
6746-WAUWT,19,None,Yes,No,No,None
6754-WKSHP,30,"Offer C",Yes,Yes,No,None
6772-KSATR,1,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6772-WFQRD,40,"Offer B",Yes,No,No,None
6773-LQTVT,29,None,No,No,Yes,DSL
6776-TLWOI,3,"Offer E",Yes,No,No,None
6777-TGHTM,53,None,Yes,Yes,Yes,"Fiber Optic"
6778-YSNIH,2,None,Yes,No,Yes,Cable
6786-OBWQR,5,None,Yes,No,Yes,"Fiber Optic"
6789-HJBWG,12,"Offer D",Yes,No,Yes,DSL
6791-YBNAK,18,"Offer D",No,No,Yes,DSL
6797-LNAQX,70,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6804-GDMOI,61,None,Yes,Yes,Yes,"Fiber Optic"
6806-YDEUL,6,"Offer E",Yes,No,No,None
6807-SIWJI,38,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6810-VCAEX,47,"Offer B",No,No,Yes,DSL
6813-GZQCG,45,None,Yes,Yes,No,None
6814-ZPWFQ,51,None,Yes,Yes,No,None
6815-ABQFQ,56,None,Yes,Yes,Yes,"Fiber Optic"
6818-DJXAA,10,None,Yes,No,Yes,"Fiber Optic"
6818-WOBHJ,68,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6821-JPCDC,48,None,Yes,No,Yes,"Fiber Optic"
6827-IEAUQ,27,None,Yes,No,Yes,DSL
6828-HMKWP,12,None,Yes,No,No,None
6834-NXDCA,13,None,No,No,Yes,DSL
6837-BJYDQ,3,None,Yes,No,No,None
6838-HVLXG,12,None,Yes,No,No,None
6838-YAUVY,54,None,Yes,Yes,Yes,"Fiber Optic"
6840-RESVB,24,"Offer C",Yes,Yes,Yes,Cable
6844-DZKRF,2,None,Yes,No,Yes,Cable
6845-RGTYS,47,None,Yes,Yes,Yes,"Fiber Optic"
6849-WLEYG,1,None,Yes,No,No,None
6851-WEFYX,35,None,Yes,Yes,Yes,"Fiber Optic"
6859-QNXIQ,72,None,Yes,Yes,Yes,"Fiber Optic"
6859-RKMZJ,11,None,Yes,No,Yes,DSL
6860-YRJZP,9,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6862-CQUMB,37,None,Yes,No,Yes,"Fiber Optic"
6867-ACCZI,24,"Offer C",No,No,Yes,DSL
6872-HXFNF,64,"Offer B",Yes,Yes,Yes,DSL
6873-UDNLD,40,None,Yes,No,Yes,DSL
6874-SGLHU,30,None,Yes,No,Yes,"Fiber Optic"
6876-ADESB,1,None,Yes,No,Yes,Cable
6877-LGWXO,18,"Offer D",Yes,No,Yes,"Fiber Optic"
6878-GGDWG,32,None,Yes,No,No,None
6893-ODYYE,50,None,Yes,No,Yes,"Fiber Optic"
6894-LFHLY,1,None,Yes,Yes,Yes,"Fiber Optic"
6898-MDLZW,12,"Offer D",Yes,No,Yes,DSL
6898-RBTLU,49,"Offer B",Yes,Yes,Yes,DSL
6900-PXRMS,26,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6901-GOGZG,60,"Offer B",Yes,Yes,Yes,DSL
6904-JLBGY,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6905-NIQIN,1,"Offer E",Yes,No,Yes,DSL
6906-ANDWJ,15,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6907-CQGPN,29,None,No,No,Yes,DSL
6910-HADCM,1,None,Yes,No,Yes,Cable
6916-HIJSE,65,None,Yes,No,Yes,Cable
6917-IAYHD,1,"Offer E",No,No,Yes,Cable
6918-UMQCG,5,"Offer E",Yes,No,Yes,"Fiber Optic"
6919-ELBGL,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6921-OZMFH,5,None,Yes,Yes,Yes,Cable
6923-AQONU,23,"Offer D",Yes,No,No,None
6923-EFPNL,4,None,Yes,Yes,Yes,DSL
6925-BAYGL,53,None,Yes,Yes,No,None
6927-WTFIV,20,"Offer D",Yes,No,Yes,"Fiber Optic"
6928-ONTRW,72,None,Yes,No,No,None
6933-VLYFX,31,"Offer C",No,No,Yes,Cable
